name,description,author,test_type,test_category,priority,scrum_name,steps,expected_output,automation_status,automation_script_path,automation_author,tag,feature_id
Upload Test 285,Upload Test 285,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 286,Upload Test 286,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 287,Upload Test 287,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 288,Upload Test 288,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 289,Upload Test 289,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 290,Upload Test 290,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 291,Upload Test 291,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 292,Upload Test 292,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 293,Upload Test 293,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 294,Upload Test 294,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 295,Upload Test 295,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 296,Upload Test 296,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 297,Upload Test 297,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 298,Upload Test 298,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 299,Upload Test 299,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 300,Upload Test 300,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 301,Upload Test 301,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 302,Upload Test 302,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 303,Upload Test 303,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 304,Upload Test 304,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 305,Upload Test 305,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 306,Upload Test 306,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 307,Upload Test 307,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 308,Upload Test 308,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 309,Upload Test 309,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 310,Upload Test 310,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 311,Upload Test 311,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 312,Upload Test 312,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 313,Upload Test 313,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 314,Upload Test 314,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 315,Upload Test 315,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 316,Upload Test 316,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 317,Upload Test 317,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 318,Upload Test 318,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 319,Upload Test 319,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 320,Upload Test 320,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 321,Upload Test 321,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 322,Upload Test 322,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 323,Upload Test 323,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 324,Upload Test 324,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 325,Upload Test 325,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 326,Upload Test 326,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 327,Upload Test 327,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 328,Upload Test 328,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 329,Upload Test 329,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 330,Upload Test 330,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 331,Upload Test 331,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 332,Upload Test 332,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 333,Upload Test 333,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 334,Upload Test 334,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 335,Upload Test 335,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 336,Upload Test 336,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 337,Upload Test 337,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 338,Upload Test 338,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 339,Upload Test 339,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 340,Upload Test 340,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 341,Upload Test 341,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 342,Upload Test 342,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 343,Upload Test 343,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 344,Upload Test 344,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 345,Upload Test 345,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 346,Upload Test 346,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 347,Upload Test 347,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 348,Upload Test 348,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 349,Upload Test 349,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 350,Upload Test 350,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 351,Upload Test 351,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 352,Upload Test 352,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 353,Upload Test 353,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 354,Upload Test 354,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 355,Upload Test 355,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 356,Upload Test 356,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 357,Upload Test 357,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 358,Upload Test 358,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 359,Upload Test 359,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 360,Upload Test 360,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 361,Upload Test 361,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 362,Upload Test 362,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 363,Upload Test 363,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 364,Upload Test 364,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 365,Upload Test 365,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 366,Upload Test 366,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 367,Upload Test 367,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 368,Upload Test 368,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 369,Upload Test 369,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 370,Upload Test 370,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 371,Upload Test 371,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 372,Upload Test 372,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 373,Upload Test 373,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 374,Upload Test 374,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 375,Upload Test 375,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 376,Upload Test 376,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 377,Upload Test 377,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 378,Upload Test 378,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 379,Upload Test 379,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
